id,SMILES,bp_K,ValidMol,RDKit_InChIKey,MolWt,ExactMolWt,MolLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,RingCount,AromaticRingCount,AliphaticRingCount,HeterocycleCount,FractionCarbonSP3,HeavyAtomCount,HeteroatomCount,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge
0,C=C(C)[C@H]1CC=C(C)CC1,450.85,True,XMGQYMWWDOXHJM-JTQLQIEISA-N,136.23799999999997,136.125200512,3.308900000000002,0.0,0,0,1,1,0,1,0,0.6,10,0,56,0,-0.017096319446087898,-0.099849370815529
1,ClC(Cl)c1ccccc1,478.25,True,CAHQGWAXKLQREW-UHFFFAOYSA-N,161.031,159.984655552,3.1628000000000016,0.0,0,0,1,1,1,0,0,0.14285714285714285,9,2,48,0,0.13230563906999554,-0.10006374653481886
2,c1ccc(cc1)\C=C\c2ccccc2,580.25,True,PJANXHGTPQOBST-VAWYXSNFSA-N,180.24999999999997,180.093900384,3.857000000000003,0.0,0,0,2,2,2,0,0,0.0,14,0,68,0,-0.025646180347114717,-0.062226099107525704
3,ClC(Cl)(Cl)c1ccccc1,494.05,True,XEMRAKSQROQPBR-UHFFFAOYSA-N,195.47600000000003,193.9456832,3.513300000000002,0.0,0,0,0,1,1,0,0,0.14285714285714285,10,3,54,0,0.2155312639236141,-0.07841796242069204
4,ClCC(Cl)(Cl)Cl,403.45,True,QVLAWKAXOMEXPM-UHFFFAOYSA-N,167.85,165.891060784,2.5954000000000006,0.0,0,0,0,0,0,0,0,1.0,6,4,38,0,0.2034363907431141,-0.12206273847461951
5,FCC(F)(F)F,299.75,True,LVGUZGTVOIAKKC-UHFFFAOYSA-N,102.03000000000002,102.009262944,1.5182000000000002,0.0,0,0,0,0,0,0,0,1.0,6,4,38,0,0.41630089910816304,-0.24112655579497494
6,FC(F)(F)C(Cl)(Cl)Cl,318.75,True,BOSAWIQFTJIYIS-UHFFFAOYSA-N,187.37500000000003,185.9017677,2.9189,0.0,0,0,0,0,0,0,0,1.0,8,6,50,0,0.43524691185782005,-0.1663811571479959
7,CC(=O)C(Cl)(Cl)Cl,422.25,True,SMZHKGXSEAGRTI-UHFFFAOYSA-N,161.41500000000002,159.924947756,1.9456,17.07,0,1,0,0,0,0,0,0.6666666666666666,7,4,42,0,0.2478781618944826,-0.2951873946132923
8,CC(Cl)(Cl)Cl,347.25,True,UOCLXMDMGBRAIB-UHFFFAOYSA-N,133.405,131.930033136,2.376500000000001,0.0,0,0,0,0,0,0,0,1.0,5,3,32,0,0.18738218534988657,-0.08401345114285742
9,FC(F)(F)C(Cl)Cl,301.07,True,OHMHBGPWCHTMQE-UHFFFAOYSA-N,152.93,151.940740052,2.3524000000000003,0.0,0,0,0,0,0,0,0,1.0,7,5,44,0,0.41808294242509636,-0.1680013943449183
10,CC(F)(F)F,320.45,True,UJPMYEOUBPIPHQ-UHFFFAOYSA-N,84.04,84.018684756,1.5686000000000002,0.0,0,0,0,0,0,0,0,1.0,5,3,32,0,0.38592038429099035,-0.1715150103307834
11,FC(Cl)C(F)(F)C(F)(F)Cl,329.35,True,UJIGKESMIPTWJH-UHFFFAOYSA-N,202.93699999999998,201.937546492,2.9877000000000002,0.0,0,0,2,0,0,0,0,1.0,10,7,62,0,0.3879690662049616,-0.2228672704969095
12,BrC(Br)C(Br)Br,516.75,True,QXSZNDIIPUOQMB-UHFFFAOYSA-N,345.654,341.688998464,3.2182000000000004,0.0,0,0,1,0,0,0,0,1.0,6,4,38,0,0.09197940541960592,-0.0742996396999463
13,ClC(Cl)C(Cl)Cl,419.25,True,QPFMBZIOSGYJDE-UHFFFAOYSA-N,167.85,165.891060784,2.5938,0.0,0,0,1,0,0,0,0,1.0,6,4,38,0,0.13734361253139798,-0.10236499019348498
14,FC(F)(Cl)C(F)(Cl)Cl,320.95,True,AJDIZQLSFPQPEY-UHFFFAOYSA-N,187.37500000000003,185.9017677,2.9189,0.0,0,0,1,0,0,0,0,1.0,8,6,50,0,0.3829756476639305,-0.19948948791832122
15,ClCC(Cl)Cl,387.25,True,UBOXGVDOUJQMTN-UHFFFAOYSA-N,133.405,131.930033136,2.0289,0.0,0,0,1,0,0,0,0,1.0,5,3,32,0,0.12082872501594434,-0.12377171147587997
16,C=C(Cl)Cl,304.85,True,LGXVIGDEPROXKC-UHFFFAOYSA-N,96.944,95.953355424,1.9352,0.0,0,0,0,0,0,0,0,0.0,4,2,24,0,0.09918403887268369,-0.07155530834151903
17,CCOC(C)OCC,375.95,True,DHKHKXVYLBGOIT-UHFFFAOYSA-N,118.176,118.099379688,1.4054,18.46,0,2,4,0,0,0,0,1.0,8,2,50,0,0.15425517138581352,-0.3532616030064746
18,COC(C)OC,337.75,True,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,90.122,90.06807956,0.6252,18.46,0,2,2,0,0,0,0,1.0,6,2,38,0,0.15353175643426945,-0.3562252067152514
19,CCOCCOCCOCC,461.25,True,RRQYJINTUHWNHW-UHFFFAOYSA-N,162.22899999999998,162.125594436,1.076,27.69,0,3,8,0,0,0,0,1.0,11,3,68,0,0.07011202089193938,-0.3793466986171839
20,Clc1ccc(Cl)c(Cl)c1Cl,527.25,True,GBDZXPJXOMHESU-UHFFFAOYSA-N,215.894,213.891060784,4.3002,0.0,0,0,0,1,1,0,0,0.0,10,4,54,0,0.07932005703926587,-0.08265371040725315
21,ClCC(Cl)CCl,431.25,True,CFXQEHVMCRXUSD-UHFFFAOYSA-N,147.43200000000002,145.9456832,2.0713999999999997,0.0,0,0,2,0,0,0,0,1.0,6,3,38,0,0.060618612030870274,-0.12506668729947193
22,Cc1cccc(C)c1C,449.37,True,FYGHSUNMUKGBRK-UHFFFAOYSA-N,120.195,120.093900384,2.611860000000001,0.0,0,0,0,1,1,0,0,0.3333333333333333,9,0,48,0,-0.03924826125183226,-0.06172129778023983
23,Clc1ccc(Cl)c(Cl)c1,486.75,True,PBKONEOXTCPAFI-UHFFFAOYSA-N,181.449,179.930033136,3.6468000000000007,0.0,0,0,0,1,1,0,0,0.0,9,3,48,0,0.06066130485936487,-0.08428709445773132
24,Cc1ccc(C)c(C)c1,442.14,True,GWHJZXXIDMPWGX-UHFFFAOYSA-N,120.195,120.093900384,2.611860000000001,0.0,0,0,0,1,1,0,0,0.3333333333333333,9,0,48,0,-0.03950156209354446,-0.059043013944034425
25,CCC(O)CO,470.15,True,BMRWNKZVCUKKSR-UHFFFAOYSA-N,90.122,90.06807956,-0.25039999999999996,40.46,2,2,2,0,0,0,0,1.0,6,2,38,0,0.07678623664008573,-0.39368882817264456
26,NCCN,390.25,True,PIICEJLVQHRZGT-UHFFFAOYSA-N,60.09999999999999,60.06874825599999,-1.0962,52.04,2,2,1,0,0,0,0,1.0,4,2,26,0,0.004613277480336551,-0.3292161911466984
27,BrCCBr,404.55,True,PAAZPARNPHGIKF-UHFFFAOYSA-N,187.862,185.867974328,1.7762,0.0,0,0,1,0,0,0,0,1.0,4,2,26,0,0.012858597828711611,-0.09190389857679508
28,CC(Br)CBr,415.15,True,XFNJYAKDBJUJAJ-UHFFFAOYSA-N,201.889,199.883624392,2.1647,0.0,0,0,1,0,0,0,0,1.0,5,2,32,0,0.02140316444457654,-0.09160846119671515
29,Clc1ccccc1Cl,453.35,True,RFFLAFLAYFXFSW-UHFFFAOYSA-N,147.00399999999996,145.969005488,2.9934000000000003,0.0,0,0,0,1,1,0,0,0.0,8,2,42,0,0.059180344278361545,-0.08271319546492409
30,ClCCCl,356.65,True,WSLDOOZREJYCGB-UHFFFAOYSA-N,98.96000000000001,97.969005488,1.464,0.0,0,0,1,0,0,0,0,1.0,4,2,26,0,0.035889203448099614,-0.12542343074881615
31,CC(Cl)CCl,369.65,True,KNKRKFALVUDBJE-UHFFFAOYSA-N,112.98700000000001,111.98465555199999,1.8525,0.0,0,0,1,0,0,0,0,1.0,5,2,32,0,0.04427922350067608,-0.12512511403767518
32,CCc1ccccc1CC,457.25,True,KVNYFPKFSJIPBJ-UHFFFAOYSA-N,134.22199999999998,134.109550448,2.811400000000001,0.0,0,0,2,1,1,0,0,0.4,10,0,54,0,-0.030470988556806407,-0.06197457993591865
33,COc1ccccc1OC,479.25,True,ABDKAPXRBAPSQN-UHFFFAOYSA-N,138.16599999999997,138.06807956,1.7038,18.46,0,2,2,1,1,0,0,0.25,10,2,54,0,0.16021145103900217,-0.49287034547589753
34,Cc1ccccc1C,417.75,True,CTQNGGLPUBDAKN-UHFFFAOYSA-N,106.16799999999999,106.07825032,2.30344,0.0,0,0,0,1,1,0,0,0.25,8,0,42,0,-0.039511492179969666,-0.06198519188632999
35,Cc1cc(C)cc(C)c1,437.95,True,AUHZEENZYGFFBQ-UHFFFAOYSA-N,120.19499999999998,120.093900384,2.611860000000001,0.0,0,0,0,1,1,0,0,0.3333333333333333,9,0,48,0,-0.03975468316246081,-0.05636528474297494
36,CC(O)CCO,480.75,True,PUPZLCDOIYMWBV-UHFFFAOYSA-N,90.122,90.06807956,-0.25039999999999996,40.46,2,2,2,0,0,0,0,1.0,6,2,38,0,0.05334957508052505,-0.39627512172883306
37,Clc1cccc(Cl)c1,446.25,True,ZPQOPVIELGIULI-UHFFFAOYSA-N,147.004,145.969005488,2.993400000000001,0.0,0,0,0,1,1,0,0,0.0,8,2,42,0,0.0420299105976315,-0.0842889078864603
38,ClCCCCl,393.65,True,YHRUOJUYPBUZOS-UHFFFAOYSA-N,112.98700000000001,111.98465555199999,1.8540999999999999,0.0,0,0,2,0,0,0,0,1.0,5,2,32,0,0.023429490958601872,-0.12667174288054692
39,Cc1cccc(C)c1,412.35,True,IVSZLXZYQVIEFR-UHFFFAOYSA-N,106.16799999999999,106.07825032,2.30344,0.0,0,0,0,1,1,0,0,0.25,8,0,42,0,-0.03976460504894693,-0.06174087142677341
40,O=C1OCCO1,521.25,True,KMTRUDSVKNLOMY-UHFFFAOYSA-N,88.062,88.016043988,0.1532,35.53,0,3,0,1,0,1,1,0.6666666666666666,6,3,34,0,0.5080088228937092,-0.43065700761960857
41,C1COCO1,351.25,True,WNXJIVFYUVYPPR-UHFFFAOYSA-N,74.079,74.036779432,-0.009299999999999975,18.46,0,2,0,1,0,1,1,1.0,5,2,30,0,0.14643943241910296,-0.3530353505749712
42,OCCCO,485.25,True,YPFDHNVEDLHUCE-UHFFFAOYSA-N,76.095,76.052429496,-0.6389,40.46,2,2,2,0,0,0,0,1.0,5,2,32,0,0.045238236823877565,-0.39628647261089006
43,OCCCCO,502.75,True,WERYXYBDKMZEQL-UHFFFAOYSA-N,90.122,90.06807956,-0.24880000000000008,40.46,2,2,3,0,0,0,0,1.0,6,2,38,0,0.04313700838996922,-0.3963750384086942
44,Brc1ccc(Br)cc1,493.65,True,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,235.90599999999998,233.867974328,3.2116000000000007,0.0,0,0,0,1,1,0,0,0.0,8,2,42,0,0.01755406511332249,-0.0508383299396023
45,Clc1ccc(Cl)cc1,447.15,True,OCJBOOLMMGQPQU-UHFFFAOYSA-N,147.00400000000002,145.969005488,2.993400000000001,0.0,0,0,0,1,1,0,0,0.0,8,2,42,0,0.04065275054526879,-0.08434269778179436
46,CCc1ccc(CC)cc1,456.95,True,DSNHSQKRULAAEI-UHFFFAOYSA-N,134.22199999999998,134.109550448,2.811400000000001,0.0,0,0,2,1,1,0,0,0.4,10,0,54,0,-0.030743747647749592,-0.061294135377601325
47,Cc1ccc(C)cc1,411.55,True,URLKBWYHVLBVBO-UHFFFAOYSA-N,106.16799999999999,106.07825032,2.30344,0.0,0,0,0,1,1,0,0,0.25,8,0,42,0,-0.03977419408172197,-0.05906257918023874
48,OCCCCCCO,481.25,True,XXMIOPMDWAUFGU-UHFFFAOYSA-N,118.176,118.099379688,0.5313999999999999,40.46,2,2,5,0,0,0,0,1.0,8,2,50,0,0.0430524188901144,-0.39637656929582127
49,CC12CCC(CC1)C(C)(C)O2,449.25,True,WEEGYLXZBRQIMU-UHFFFAOYSA-N,154.253,154.135765196,2.7441000000000013,9.23,0,1,0,3,0,3,2,1.0,11,1,64,0,0.0661764034177079,-0.3691300164664661
50,ClCCBr,380.25,True,IBYHHJPAARCAIE-UHFFFAOYSA-N,143.411,141.918489908,1.6200999999999999,0.0,0,0,1,0,0,0,0,1.0,4,2,26,0,0.032014214251992267,-0.12581032716612722
51,CC(C)CCBr,394.25,True,YXZFFTJAHVMMLF-UHFFFAOYSA-N,151.047,150.004412452,2.4274000000000004,0.0,0,0,2,0,0,0,0,1.0,6,1,38,0,0.003368674561848821,-0.09279724477724852
52,CCCCBr,374.55,True,MPPPKRYCTPRNTB-UHFFFAOYSA-N,137.01999999999998,135.988762388,2.1814,0.0,0,0,2,0,0,0,0,1.0,5,1,32,0,0.003115222707676138,-0.09280798507522109
53,CCCBr,344.25,True,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,122.993,121.973112324,1.7913000000000001,0.0,0,0,1,0,0,0,0,1.0,4,1,26,0,0.0028627972390594535,-0.0928186496107851
54,CCCCO,390.85,True,LRHPLDYGYMQRHN-UHFFFAOYSA-N,74.12299999999999,74.07316494,0.7787999999999999,20.23,1,1,2,0,0,0,0,1.0,5,1,32,0,0.043042283485206966,-0.39637675206921097
55,CCCCN,351.25,True,HQABUPZFAYXKJW-UHFFFAOYSA-N,73.139,73.08914935199999,0.7452000000000001,26.02,1,1,2,0,0,0,0,1.0,5,1,32,0,-0.0077376425064202455,-0.3304736813706357
56,Cc1ccccc1Cl,432.22,True,IBSQPLPBRSHTTG-UHFFFAOYSA-N,126.586,126.023627904,2.6484200000000007,0.0,0,0,0,1,1,0,0,0.14285714285714285,8,1,42,0,0.043467092305308104,-0.08405299355229609
57,CCCCCl,351.75,True,VFWCMGCRMGJXDK-UHFFFAOYSA-N,92.56899999999999,92.039277968,2.0253,0.0,0,0,2,0,0,0,0,1.0,5,1,32,0,0.02228548512208906,-0.12671715221213103
58,Clc1cccc2ccccc12,601.25,True,JTPNRXUCIXHOKM-UHFFFAOYSA-N,162.61899999999997,162.023627904,3.4932000000000016,0.0,0,0,0,2,2,0,0,0.0,11,1,54,0,0.048389036452779,-0.0836642186269789
59,CCCCCCCCCl,454.75,True,CNDHHGUSRIZDSL-UHFFFAOYSA-N,148.67700000000002,148.101878224,3.5857000000000028,0.0,0,0,6,0,0,0,0,1.0,9,1,56,0,0.022295574346735236,-0.12671696964452742
60,CCCCCCl,381.15,True,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,106.596,106.05492803199999,2.415400000000001,0.0,0,0,3,0,0,0,0,1.0,6,1,38,0,0.022295401268088152,-0.12671697108785232
61,CCCCl,319.85,True,SNMVRZFUUCLYTO-UHFFFAOYSA-N,78.542,78.023627904,1.6352,0.0,0,0,1,0,0,0,0,1.0,4,1,26,0,0.022033046330598795,-0.12672788713835664
62,CCCCCCCCCCO,502.25,True,MWKFXSUHUHTGQN-UHFFFAOYSA-N,158.285,158.167065324,3.119400000000002,20.23,1,1,8,0,0,0,0,1.0,11,1,68,0,0.043052407228889096,-0.39637656934228244
63,CCCCCCCCC=C,443.81,True,AFFLGGQVNFXPEV-UHFFFAOYSA-N,140.26999999999998,140.15650064,3.9230000000000036,0.0,0,0,7,0,0,0,0,0.8,10,0,60,0,-0.03534129310993146,-0.10308297893627165
64,CCCCCCCCCCC=C,487.05,True,CRSBERNSMYQZNG-UHFFFAOYSA-N,168.32399999999998,168.187800768,4.703200000000004,0.0,0,0,9,0,0,0,0,0.8333333333333334,12,0,72,0,-0.0353412931099218,-0.10308297893627165
65,CC(F)(Cl)Cl,305.25,True,FRCHKSNAZZFGCA-UHFFFAOYSA-N,116.95,115.959583676,2.1071999999999997,0.0,0,0,0,0,0,0,0,1.0,5,3,32,0,0.2539674477867957,-0.2084810996624261
66,CCCCCC=C,366.85,True,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,98.189,98.109550448,2.752700000000001,0.0,0,0,4,0,0,0,0,0.7142857142857143,7,0,42,0,-0.03534146559247401,-0.10308297894147123
67,CCCCCCS,427.25,True,PMBXCGGQNSVESQ-UHFFFAOYSA-N,118.24499999999999,118.08162144799999,2.4965000000000015,0.0,1,1,4,0,0,0,0,1.0,7,1,44,0,-0.009791410855685948,-0.1793639005798648
68,C=CCCCC,336.65,True,LIKMAJRDDDTEIG-UHFFFAOYSA-N,84.16199999999999,84.093900384,2.3626000000000005,0.0,0,0,3,0,0,0,0,0.6666666666666666,6,0,36,0,-0.03535136060568804,-0.10308298030401146
69,COc1ccccc1C,445.25,True,DTFKRVXLBCAIOZ-UHFFFAOYSA-N,122.16699999999997,122.07316494,2.0036199999999997,9.23,0,1,1,1,1,0,0,0.25,9,1,48,0,0.12126196245781415,-0.4964893528963514
70,COc1ccccc1[N+](=O)[O-],550.25,True,CFBYEGUGFPZCNF-UHFFFAOYSA-N,153.13699999999997,153.042593084,1.6033999999999997,52.370000000000005,0,3,2,1,1,0,0,0.14285714285714285,11,4,58,0,0.3103991523572057,-0.49013592912749804
71,Cc1cccc2ccccc12,517.25,True,QPUYECUOLPXSFR-UHFFFAOYSA-N,142.201,142.07825032,3.148220000000002,0.0,0,0,0,2,2,0,0,0.09090909090909091,11,0,54,0,-0.015473597845287701,-0.06162938043001279
72,CCC[N+](=O)[O-],404.45,True,JSZOAYXJRCEYSX-UHFFFAOYSA-N,89.09399999999998,89.047678464,0.6731,43.14,0,2,2,0,0,0,0,1.0,6,3,36,0,0.2031542109616376,-0.2645488497261411
73,CCCCCCCC=C,420.15,True,JRZJOMJEPLMPRA-UHFFFAOYSA-N,126.243,126.14085057599999,3.5329000000000024,0.0,0,0,6,0,0,0,0,0.7777777777777778,9,0,54,0,-0.03534129311518334,-0.10308297893627165
74,CCCCCCCCCc1ccc(O)cc1,590.25,True,IGFHQQFPSIBGKE-UHFFFAOYSA-N,220.35600000000002,220.182715388,4.685300000000005,20.23,1,1,8,1,1,0,0,0.6,16,1,90,0,0.11509484011770371,-0.5079666452523371
75,CCCCCS,399.85,True,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,104.218,104.065971384,2.1064000000000003,0.0,1,1,3,0,0,0,0,1.0,6,1,38,0,-0.009791582292102878,-0.17936390199217297
76,CCCCCO,410.75,True,AMQJEAYHLZJPGS-UHFFFAOYSA-N,88.14999999999999,88.088815004,1.1689,20.23,1,1,3,0,0,0,0,1.0,6,1,38,0,0.04305223345357219,-0.3963765707960063
77,CC(O)COc1ccccc1,514.45,True,IBLKWZIFZMJLFL-UHFFFAOYSA-N,152.19299999999998,152.083729624,1.4462,29.46,1,2,3,1,1,0,0,0.3333333333333333,11,2,60,0,0.11893454079558832,-0.49091520979271164
78,CC(O)c1ccccc1,477.25,True,WAPNOHKVXSQRPX-UHFFFAOYSA-N,122.16699999999996,122.07316494,1.7399,20.23,1,1,1,1,1,0,0,0.25,9,1,48,0,0.07614397553191857,-0.3887122290252251
79,CCCCCCCCCCCC=C,506.05,True,VQOXUMQBYILCKR-UHFFFAOYSA-N,182.35099999999997,182.203450832,5.0933000000000055,0.0,0,0,10,0,0,0,0,0.8461538461538461,13,0,78,0,-0.0353412931099218,-0.10308297893627165
80,CCCCCCCCCC=C,465.95,True,DCTOHCCUXLBQMS-UHFFFAOYSA-N,154.297,154.172150704,4.313100000000004,0.0,0,0,8,0,0,0,0,0.8181818181818182,11,0,66,0,-0.03534129310992181,-0.10308297893627165
81,NCCNCCO,313.25,True,LHIJANUOQQMGNT-UHFFFAOYSA-N,104.15299999999999,104.094963004,-1.4729999999999996,58.28,3,3,4,0,0,0,0,1.0,7,3,44,0,0.05554462568961221,-0.39505444851273497
82,CC(C)CC(C)(C)C,372.488,True,NHTMVDHEPJAVLT-UHFFFAOYSA-N,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0,0,1,0,0,0,0,1.0,8,0,50,0,-0.038018218252164164,-0.06275372160759639
83,OCCSCCO,555.25,True,YODZTKMDCQEPHD-UHFFFAOYSA-N,122.189,122.04015056,-0.2958,40.46,2,3,4,0,0,0,0,1.0,7,3,44,0,0.05212351047879036,-0.3955185406230167
84,CC(C)(C)CO,387.25,True,KPSSIOMAKSHJJG-UHFFFAOYSA-N,88.14999999999999,88.088815004,1.0248,20.23,1,1,0,0,0,0,0,1.0,6,1,38,0,0.04789883650898876,-0.3958312170553949
85,CCC(C)(C)C,322.95,True,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,86.17799999999998,86.109550448,2.442500000000001,0.0,0,0,0,0,0,0,0,1.0,6,0,38,0,-0.03852311765626792,-0.06488336083848827
86,Cc1ccc(C)c(O)c1C,499.25,True,QQOMQLYQAXGHSU-UHFFFAOYSA-N,136.194,136.088815004,2.3174600000000005,20.23,1,1,0,1,1,0,0,0.3333333333333333,10,1,54,0,0.12114921601129043,-0.5073968985056001
87,CC(C)C(C)C,331.15,True,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,86.178,86.109550448,2.2984,0.0,0,0,1,0,0,0,0,1.0,6,0,38,0,-0.04481265908420449,-0.06252913230679805
88,Cc1cc(C)nc(C)c1,443.65,True,BWZVCCNYKMEVEX-UHFFFAOYSA-N,121.18299999999999,121.08914935199999,2.00686,12.89,0,1,0,1,1,0,1,0.375,9,1,48,0,0.037799902818995854,-0.25846767959999234
89,Nc1ccc(Cl)cc1Cl,518.25,True,KQCMTOWTPBNWDB-UHFFFAOYSA-N,162.019,160.97990452,2.5756000000000006,26.02,1,1,0,1,1,0,0,0.0,9,3,48,0,0.06497224718056904,-0.3975215489904008
90,Oc1ccc(Cl)cc1Cl,483.25,True,HFZWRUODUSTPEG-UHFFFAOYSA-N,163.003,161.963920108,2.699,20.23,1,1,0,1,1,0,0,0.0,9,3,48,0,0.13377340772986268,-0.5063937792446614
91,CC(C)C(=O)C(C)C,398.65,True,HXVNBWAKAOHACI-UHFFFAOYSA-N,114.18799999999997,114.104465068,1.8675,17.07,0,1,2,0,0,0,0,0.8571428571428571,8,1,48,0,0.13743657236969856,-0.29913450910399353
92,Cc1ccc(N)c(C)c1,487.25,True,CZZZABOKJQXEBO-UHFFFAOYSA-N,121.183,121.08914935199999,1.88564,26.02,1,1,0,1,1,0,0,0.25,9,1,48,0,0.034340571016716365,-0.39851383231669646
93,Cc1ccc(O)c(C)c1,484.75,True,KUFFULVDNCHOFZ-UHFFFAOYSA-N,122.16699999999999,122.07316494,2.0090399999999997,20.23,1,1,0,1,1,0,0,0.25,9,1,48,0,0.11799932341781073,-0.5076869366940918
94,Oc1cc(Cl)ccc1Cl,484.25,True,RANCECPPZPIPNO-UHFFFAOYSA-N,163.003,161.963920108,2.699,20.23,1,1,0,1,1,0,0,0.0,9,3,48,0,0.13515318121342093,-0.5063397423514364
95,Cc1cnc(C)cn1,429.25,True,LCZUOKDVTBMCMX-UHFFFAOYSA-N,108.14399999999999,108.06874825599999,1.09344,25.78,0,2,0,1,1,0,1,0.3333333333333333,8,2,42,0,0.05554923737118271,-0.2581073632916529
96,Oc1c(Cl)cccc1Cl,493.25,True,HOLHYSJJBXSLMV-UHFFFAOYSA-N,163.003,161.963920108,2.699,20.23,1,1,0,1,1,0,0,0.0,9,3,48,0,0.15225077513920984,-0.5048271275158442
97,COc1cccc(OC)c1O,534.25,True,KLIDCXVFHGNTTM-UHFFFAOYSA-N,154.165,154.06299418,1.4093999999999998,38.69,1,3,2,1,1,0,0,0.25,11,3,60,0,0.2002294571644853,-0.5016997255218006
98,CC(C)CC(=O)CC(C)C,442.65,True,PTTPXKJBFFKCEK-UHFFFAOYSA-N,142.242,142.135765196,2.6477000000000013,17.07,0,1,4,0,0,0,0,0.8888888888888888,10,1,60,0,0.1329216283938693,-0.2996957672567549
99,Cc1cccc(C)n1,417.25,True,OISVCGZHLKNMSJ-UHFFFAOYSA-N,107.156,107.073499288,1.69844,12.89,0,1,0,1,1,0,1,0.2857142857142857,8,1,42,0,0.03753601180441258,-0.25848808574390264
100,CC(C)(C)N,319.25,True,YBRBMKDOPFTVDT-UHFFFAOYSA-N,73.13900000000001,73.08914935199999,0.7436,26.02,1,1,0,0,0,0,0,1.0,5,1,32,0,0.006857356991357578,-0.3258160878010253
101,Nc1ccccn1,483.85,True,ICSNLGPSRYBMBD-UHFFFAOYSA-N,94.117,94.053098192,0.6638000000000001,38.91,1,2,0,1,1,0,1,0.0,7,2,36,0,0.12276626581413695,-0.38370281263384987
102,CCC(C)Br,364.45,True,UPSXAPQYNGXVBF-UHFFFAOYSA-N,137.01999999999998,135.988762388,2.1798,0.0,0,0,1,0,0,0,0,1.0,5,1,32,0,0.011445025631977081,-0.08938067149002546
103,CC(C)Br,333.25,True,NAMYKGVDVNBCFQ-UHFFFAOYSA-N,122.993,121.973112324,1.7897,0.0,0,0,0,0,0,0,0,1.0,4,1,26,0,0.008875443213827798,-0.08967031862934308
104,Cc1ccccc1Br,454.95,True,QSSXJPIWXQTSIX-UHFFFAOYSA-N,171.03699999999998,169.973112324,2.7575200000000013,0.0,0,0,0,1,1,0,0,0.14285714285714285,8,1,42,0,0.020397701431466925,-0.061925959628569845
105,CCC(C)O,372.75,True,BTANRVKWQNVYAZ-UHFFFAOYSA-N,74.12299999999999,74.07316494,0.7771999999999999,20.23,1,1,1,0,0,0,0,1.0,5,1,32,0,0.05090390435353903,-0.39343008722162376
106,CCCCOCCO,441.65,True,POAOYUHQDCAZBD-UHFFFAOYSA-N,118.17599999999999,118.099379688,0.7953999999999999,29.46,1,2,5,0,0,0,0,1.0,8,2,50,0,0.06971936249325353,-0.39398034274945215
107,Nc1ccccc1Cl,482.05,True,AKCRQHGQIJBRMN-UHFFFAOYSA-N,127.574,127.01887687199999,1.9222,26.02,1,1,0,1,1,0,0,0.0,8,2,42,0,0.06349140772126322,-0.3975229646084394
108,OCCCl,403.25,True,SZIFAVKTNFCBPC-UHFFFAOYSA-N,80.51400000000001,80.00289246,0.21749999999999997,20.23,1,1,1,0,0,0,0,1.0,4,2,26,0,0.05662987807247733,-0.3951383143442885
109,Oc1ccccc1Cl,448.15,True,ISPYQTSUDJAMAB-UHFFFAOYSA-N,128.558,128.00289246,2.0456000000000003,20.23,1,1,0,1,1,0,0,0.0,8,2,42,0,0.1336666127516892,-0.5063956313983089
110,CC(C)Cl,308.95,True,ULYZAYCEDJDHCC-UHFFFAOYSA-N,78.542,78.023627904,1.6336,0.0,0,0,0,0,0,0,0,1.0,4,1,26,0,0.02791283065305066,-0.12361177098870252
111,Clc1ccccn1,443.25,True,OKDGRDCXVWSXDC-UHFFFAOYSA-N,113.54699999999998,113.003226808,1.7349999999999997,12.89,0,1,0,1,1,0,1,0.0,7,2,36,0,0.1285053076555406,-0.2445835910173591
112,N#Cc1ccccn1,497.75,True,FFNVQNRYTPFDDP-UHFFFAOYSA-N,104.11199999999998,104.037448128,0.9532799999999999,36.68,0,2,0,1,1,0,1,0.0,8,2,38,0,0.1399318192047749,-0.2455722835386355
113,CCOCCOC(C)=O,429.65,True,SVONRAPFKPVNKG-UHFFFAOYSA-N,132.159,132.078644244,0.5860000000000001,35.53,0,3,4,0,0,0,0,0.8333333333333334,9,3,54,0,0.3022073008453582,-0.463422548278865
114,CCC(CC)CO,419.52,True,TZYRSLHNPKPEFV-UHFFFAOYSA-N,102.17699999999999,102.104465068,1.4149,20.23,1,1,3,0,0,0,0,1.0,7,1,44,0,0.04585607462077599,-0.3960885353755221
115,CCCCC(CC)CO,457.59,True,YIWUKEYIRIRTPP-UHFFFAOYSA-N,130.231,130.135765196,2.1951000000000005,20.23,1,1,5,0,0,0,0,1.0,9,1,56,0,0.0458662459549641,-0.3960883514176953
