id,SMILES,bp_K,ValidMol,RDKit_InChIKey,MolWt,ExactMolWt,MolLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,RingCount,AromaticRingCount,AliphaticRingCount,HeterocycleCount,FractionCarbonSP3,HeavyAtomCount,HeteroatomCount,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge
260,S=C=S,319.45,True,QGJOPFRUJISHPQ-UHFFFAOYSA-N,76.14500000000001,75.944142,1.0181,0.0,0,2,0,0,0,0,0,0.0,3,2,16,0,0.029653019229405265,-0.014826509614702632
261,CC1=CC[C@H](C(C)=C)CC1=O,504.25,True,ULDHMXUKGWMISQ-VIFPVBQESA-N,150.221,150.104465068,2.4879000000000007,17.07,0,1,1,1,0,1,0,0.5,11,1,60,0,0.15836923542949272,-0.2945568590881993
262,ClC(Cl)(Cl)C=O,371.05,True,HFFLGKNGCAIQMO-UHFFFAOYSA-N,147.388,145.909297692,1.5554999999999999,17.07,0,1,0,0,0,0,0,0.5,6,4,36,0,0.24514962226398995,-0.29857483655026695
263,OC(=O)CCl,462.35,True,FOCAUTSVDIKZOP-UHFFFAOYSA-N,94.49700000000001,93.982157016,0.3098,37.3,1,1,1,0,0,0,0,0.5,5,3,30,0,0.31793644218012207,-0.4803542522396578
264,CC(=O)CCl,392.25,True,BULLHNJGPPOUOX-UHFFFAOYSA-N,92.525,92.00289246,0.8142,17.07,0,1,1,0,0,0,0,0.6666666666666666,5,2,30,0,0.14402840434545278,-0.2986834985296125
265,ClCC#N,399.75,True,RENMDAKOXSCIGH-UHFFFAOYSA-N,75.498,74.987576744,0.74878,23.79,0,1,0,0,0,0,0,0.5,4,2,22,0,0.10946980530287262,-0.19700783941595343
266,Clc1ccccc1,404.85,True,MVPPADPHJFYWMZ-UHFFFAOYSA-N,112.55899999999997,112.00797784,2.34,0.0,0,0,0,1,1,0,0,0.0,7,1,36,0,0.04054844089419866,-0.08434447652490142
267,ClC1CCCCC1,415.25,True,UNFUYWDGSFDHCW-UHFFFAOYSA-N,118.60700000000001,118.05492803199999,2.557900000000001,0.0,0,0,0,1,0,1,0,1.0,7,1,42,0,0.033563602769998375,-0.12300888303532763
268,CCl,296.95,True,NEHMKBQYUWJMIP-UHFFFAOYSA-N,50.488,49.992327775999996,0.855,0.0,0,0,0,0,0,0,0,1.0,2,1,14,0,0.010839185573870135,-0.13043063419853143
269,C1CC[C@H]2CCCC[C@H]2C1,428.75,True,NNBZCPXTIHJBJL-AOOOYVTPSA-N,138.254,138.140850576,3.3668000000000022,0.0,0,0,0,2,0,2,0,1.0,10,0,58,0,-0.03858457793998495,-0.05302166586531271
270,CC(C)c1ccccc1,425.65,True,RWGFKTVRMDUZSP-UHFFFAOYSA-N,120.19499999999995,120.093900384,2.8100000000000014,0.0,0,0,1,1,1,0,0,0.3333333333333333,9,0,48,0,-0.021882385616707155,-0.06224839474669082
271,C1CCCCCC1,391.73,True,DMEGYFMYUHOHGS-UHFFFAOYSA-N,98.18900000000001,98.109550448,2.7307000000000015,0.0,0,0,0,1,0,1,0,1.0,7,0,42,0,-0.0533059727891157,-0.0533059727891157
272,C1CCCCC1,353.95,True,XDTMQSROBMDMFD-UHFFFAOYSA-N,84.162,84.093900384,2.3406000000000002,0.0,0,0,0,1,0,1,0,1.0,6,0,36,0,-0.0533059727891157,-0.0533059727891157
273,O=C(O)C1CCCCC1,506.25,True,NZNMSOFKMUBTKW-UHFFFAOYSA-N,128.17100000000002,128.083729624,1.6513,37.3,1,1,1,1,0,1,0,0.8571428571428571,9,2,52,0,0.30598714269546706,-0.4810264618631636
274,OC1CCCCC1,435.09,True,HPXRVTGHNJAIIH-UHFFFAOYSA-N,100.161,100.088815004,1.3114,20.23,1,1,0,1,0,1,0,1.0,7,1,42,0,0.053984774844812504,-0.39313138246784024
275,O=C1CCCCC1,428.85,True,JHIVVAPYMSGYDF-UHFFFAOYSA-N,98.14500000000001,98.07316494,1.5196,17.07,0,1,0,1,0,1,0,0.8333333333333334,7,1,40,0,0.13241132759858107,-0.2997179089731855
276,C1=CCCCC1,356.25,True,HGCIXCUEYOPUTN-UHFFFAOYSA-N,82.146,82.07825032,2.1166,0.0,0,0,0,1,0,1,0,0.6666666666666666,6,0,34,0,-0.03506250967660176,-0.08853909262111662
277,NC1CCCCC1,407.75,True,PAFZNILMFXTMIY-UHFFFAOYSA-N,99.177,99.10479941599999,1.2778,26.02,1,1,0,1,0,1,0,1.0,7,1,42,0,0.003877844068942019,-0.32771175382425516
278,C1CCCC1,322.45,True,RGSFGYAAUTVSQA-UHFFFAOYSA-N,70.135,70.07825032,1.9505000000000001,0.0,0,0,0,1,0,1,0,1.0,5,0,30,0,-0.0533059727891157,-0.0533059727891157
279,OC1CCCC1,413.65,True,XCIXKGXIYUWCLL-UHFFFAOYSA-N,86.134,86.07316494,0.9213,20.23,1,1,0,1,0,1,0,1.0,6,1,36,0,0.053984801105416404,-0.3931313823625101
280,O=C1CCCC1,403.85,True,BGTOWKSIORTVQH-UHFFFAOYSA-N,84.11800000000001,84.057514876,1.1295,17.07,0,1,0,1,0,1,0,0.8,6,1,34,0,0.13241174098098987,-0.2997179056395969
281,C1CC1,306.05,True,LVZWSLJZHVFIQJ-UHFFFAOYSA-N,42.080999999999996,42.046950192,1.1703,0.0,0,0,0,1,0,1,0,1.0,3,0,18,0,-0.0533059727891157,-0.0533059727891157
282,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,483.25,True,XMSXQFUHVRWGNA-UHFFFAOYSA-N,370.7750000000001,370.09395670999993,3.5920000000000023,46.150000000000006,0,5,0,1,0,1,1,1.0,20,10,120,0,0.3136364111885627,-0.41587201632452914
283,CCCCCCCCCC(=O)OC,497.25,True,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,186.295,186.161979944,3.3001000000000023,26.3,0,2,8,0,0,0,0,0.9090909090909091,13,2,78,0,0.3050018388563536,-0.4689954278205915
284,CC(=O)CC(C)(C)O,441.15,True,SWXVUIWOUIDPGS-UHFFFAOYSA-N,116.15999999999998,116.083729624,0.7363999999999999,37.3,1,2,2,0,0,0,0,0.8333333333333334,8,2,48,0,0.13218099052709145,-0.3900121029867823
285,C=CCNCC=C,384.25,True,DYUWTXWIYMHBQS-UHFFFAOYSA-N,97.16099999999999,97.08914935199999,0.948,12.03,1,1,4,0,0,0,0,0.3333333333333333,7,1,40,0,0.01347446911184258,-0.3098481159274171
286,c1ccc2c(c1)oc1ccccc12,560.25,True,TXCDCPKCNAJMEE-UHFFFAOYSA-N,168.195,168.057514876,3.586000000000001,13.14,0,1,0,3,3,0,1,0.0,13,1,62,0,0.13492001115410548,-0.4560668379804644
287,c1ccc(COCc2ccccc2)cc1,571.25,True,MHDVGSVTJDSBDK-UHFFFAOYSA-N,198.26500000000001,198.104465068,3.403400000000002,9.23,0,1,4,2,2,0,0,0.14285714285714285,15,1,76,0,0.07209664108064073,-0.3720967403051906
288,BrCBr,370.25,True,FJBFPHVGVWTDIP-UHFFFAOYSA-N,173.83499999999998,171.852324264,1.7337,0.0,0,0,0,0,0,0,0,1.0,3,2,20,0,0.05878888811867264,-0.08024865081729037
289,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,617.75,True,PYGXAGIECVVIOZ-UHFFFAOYSA-N,314.46600000000007,314.245709568,4.7938000000000045,52.60000000000001,0,4,15,0,0,0,0,0.8888888888888888,22,4,130,0,0.3052775141617927,-0.465675191765929
290,CCCCOCCCC,414.05,True,DURPTKYDGMDSBL-UHFFFAOYSA-N,130.231,130.135765196,2.603200000000001,9.23,0,1,6,0,0,0,0,1.0,9,1,56,0,0.046543272315233225,-0.3814528145933262
291,CCCCOC(=O)c1ccccc1C(=O)OCCCC,613.25,True,DOIRQSBPFJWKBE-UHFFFAOYSA-N,278.348,278.151809184,3.600400000000003,52.60000000000001,0,4,8,1,1,0,0,0.5,20,4,110,0,0.33850596455259063,-0.4620783967394106
292,CCCCNCCCC,433.25,True,JQVDAXLFBXTEQA-UHFFFAOYSA-N,129.24699999999999,129.151749608,2.1761999999999997,12.03,1,1,6,0,0,0,0,1.0,9,1,56,0,-0.004902053327343576,-0.3167329494204101
293,OC(=O)C(Cl)Cl,466.25,True,JXTHNDFMNIQAHM-UHFFFAOYSA-N,128.942,127.943184664,0.8747,37.3,1,1,1,0,0,0,0,0.5,6,4,36,0,0.33651727022280464,-0.47923801916660524
294,ClCCl,313.0,True,YMWUJEATGCHHMB-UHFFFAOYSA-N,84.93299999999999,83.953355424,1.4215,0.0,0,0,0,0,0,0,0,1.0,3,2,20,0,0.09670639037649198,-0.10913232990050524
295,C1=CC2C3C=CC(C3)C2C1,445.25,True,HECLRDQVFMWTQS-UHFFFAOYSA-N,132.20599999999996,132.093900384,2.3846000000000007,0.0,0,0,0,3,0,3,0,0.6,10,0,52,0,-0.013336894154707755,-0.08790806282206703
296,OCCNCCO,542.05,True,ZBCBWPMODOFKDW-UHFFFAOYSA-N,105.137,105.078978592,-1.4393999999999998,52.489999999999995,3,3,4,0,0,0,0,1.0,7,3,44,0,0.05554536814885113,-0.3950544422943303
297,CCOCC,307.85,True,RTZKZFJDLAIYFH-UHFFFAOYSA-N,74.123,74.07316494,1.0428000000000002,9.23,0,1,2,0,0,0,0,1.0,5,1,32,0,0.043708412524692805,-0.3820258357826421
298,CCOC(=O)CC(=O)OCC,473.25,True,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,160.16899999999998,160.073558864,0.5027,52.60000000000001,0,4,4,0,0,0,0,0.7142857142857143,11,4,64,0,0.3166348316492712,-0.46554520948592226
299,CCOC(=O)c1ccccc1C(=O)OCC,568.25,True,FLKPEMZONWLCSK-UHFFFAOYSA-N,222.23999999999995,222.089208928,2.04,52.60000000000001,0,4,4,1,1,0,0,0.3333333333333333,16,4,86,0,0.33849587273304266,-0.46237242193829203
300,CCOC(=O)CCC(=O)OCC,491.25,True,DKMROQRQHGEIOW-UHFFFAOYSA-N,174.19599999999997,174.089208928,0.8927999999999999,52.60000000000001,0,4,5,0,0,0,0,0.75,12,4,70,0,0.30586043921555606,-0.4659577512007539
301,CCSCC,365.35,True,LJSQFQKUNVCTIA-UHFFFAOYSA-N,90.191,90.05032132,1.7593999999999999,0.0,0,1,2,0,0,0,0,1.0,5,1,32,0,-0.00961226448078238,-0.16258392367315136
302,CCO[S](=O)(=O)OCC,482.75,True,DENRZWYUOJLTMF-UHFFFAOYSA-N,154.18699999999998,154.0299798,0.30420000000000014,52.60000000000001,0,4,4,0,0,0,0,1.0,9,5,56,0,0.3993316830661476,-0.24848420809367655
303,CCNCC,328.75,True,HPNMFZURTQLUMO-UHFFFAOYSA-N,73.139,73.08914935199999,0.6157999999999999,12.03,1,1,2,0,0,0,0,1.0,5,1,32,0,-0.007751361127527677,-0.317281591027501
304,CCOC(=O)OCC,399.25,True,OIFBSDVPJOWBCH-UHFFFAOYSA-N,118.13199999999999,118.06299418,1.1794,35.53,0,3,2,0,0,0,0,0.8,8,3,48,0,0.5077358221025684,-0.43458785003783723
305,CCSSCC,425.25,True,CETBSQOFQKLHHZ-UHFFFAOYSA-N,122.258,122.02239232,2.4076000000000004,0.0,0,2,3,0,0,0,0,1.0,6,2,38,0,0.0008442873107774612,-0.09445891215372038
306,CCCCOCCOCCOC(C)=O,518.25,True,VXQBJTKSVGFQOL-UHFFFAOYSA-N,204.26599999999996,204.13615912,1.3828,44.760000000000005,0,4,9,0,0,0,0,0.9,14,4,84,0,0.30220730091591025,-0.46342252779117227
307,CCCCOCCOCCO,503.65,True,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,162.22899999999998,162.125594436,0.812,38.69,1,3,8,0,0,0,0,1.0,11,3,68,0,0.07011205673592238,-0.3939803248745099
308,CCOCCOCCO,469.25,True,XXJWXESWEXIICW-UHFFFAOYSA-N,134.175,134.094294308,0.031799999999999884,38.69,1,3,6,0,0,0,0,1.0,9,3,56,0,0.07011180366411143,-0.3939803248745099
309,CCOCCOCCOC(C)=O,491.75,True,FPZWZCWUIYYYBU-UHFFFAOYSA-N,176.212,176.104858992,0.6025999999999998,44.760000000000005,0,4,7,0,0,0,0,0.875,12,4,72,0,0.30220730091591025,-0.46342252779117227
310,COCCOCCO,466.25,True,SBASXUCJHJRPEV-UHFFFAOYSA-N,120.148,120.078644244,-0.3583,38.69,1,3,5,0,0,0,0,1.0,8,3,50,0,0.07009702039881631,-0.39398032487453216
311,OCCOCCO,519.05,True,MTHSVFCYNBDYFN-UHFFFAOYSA-N,106.121,106.06299418,-1.0124,49.69,2,3,4,0,0,0,0,1.0,7,3,44,0,0.06983770901314526,-0.3939803248815449
312,COCCOCCOC,435.25,True,SBZXBUIDTXKZTM-UHFFFAOYSA-N,134.175,134.094294308,0.29580000000000006,27.69,0,3,6,0,0,0,0,1.0,9,3,56,0,0.07009723476105108,-0.3822977261723157
313,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,483.25,True,KCXZNSGUUQJJTR-UHFFFAOYSA-N,334.45600000000024,334.21440944,5.160800000000005,52.60000000000001,0,4,12,1,1,0,0,0.6,24,4,134,0,0.33850596590362286,-0.4620782094850137
314,CC(C)COC(=O)CCCCC(=O)OCC(C)C,553.25,True,RDOFJDLLWVCMRU-UHFFFAOYSA-N,258.3579999999999,258.183109312,2.9452000000000016,52.60000000000001,0,4,9,0,0,0,0,0.8571428571428571,18,4,106,0,0.30528756457733885,-0.46540174312761673
315,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,525.25,True,HBGGXOJOCNVPFY-UHFFFAOYSA-N,418.6180000000004,418.308309824,7.2132000000000085,52.60000000000001,0,4,16,1,1,0,0,0.6923076923076923,30,4,170,0,0.3385059659036322,-0.4620782094793304
316,CC(C)OC(C)C,341.75,True,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,102.17699999999999,102.104465068,1.8197999999999999,9.23,0,1,2,0,0,0,0,1.0,7,1,44,0,0.052185621038162336,-0.37614367594581366
317,CC(C)SC(C)C,395.25,True,XYWDPYKBIRQXQS-UHFFFAOYSA-N,118.24499999999999,118.08162144799999,2.5364000000000004,0.0,0,1,2,0,0,0,0,1.0,7,1,44,0,-0.0007106039262862146,-0.1563223298084697
318,CC(C)NC(C)C,357.25,True,UAOMVDZJSHZZME-UHFFFAOYSA-N,101.19299999999998,101.12044947999999,1.3927999999999998,12.03,1,1,2,0,0,0,0,1.0,7,1,44,0,0.0012688652752598322,-0.3123344255205416
319,COCCOC,356.25,True,XTHFKEDIFFGKHM-UHFFFAOYSA-N,90.122,90.06807956,0.2792,18.46,0,2,3,0,0,0,0,1.0,6,2,38,0,0.06960196782699893,-0.3822980177166475
320,COCOC,314.85,True,NKDDWNXOKDWJAK-UHFFFAOYSA-N,76.095,76.052429496,0.23670000000000002,18.46,0,2,2,0,0,0,0,1.0,5,2,32,0,0.14544832362631532,-0.3586824811062546
321,CNC,280.55,True,ROSDSFDQCJNGOL-UHFFFAOYSA-N,45.085,45.057849223999995,-0.1644000000000001,12.03,1,1,0,0,0,0,0,1.0,3,1,20,0,-0.016745432546547857,-0.3227722106803942
322,COC(=O)OC,363.75,True,IEJIGPNLZYLLBP-UHFFFAOYSA-N,90.078,90.031694052,0.3992,35.53,0,3,0,0,0,0,0,0.6666666666666666,6,3,36,0,0.5071977938803105,-0.4376213233778794
323,CSSC,382.97,True,WQOXQRCZOLPYPM-UHFFFAOYSA-N,94.20400000000001,93.991092192,1.6274,0.0,0,2,1,0,0,0,0,1.0,4,2,26,0,-0.007925326249272396,-0.0978818338880869
324,COC,298.07,True,LCGLNKUTAGEVQW-UHFFFAOYSA-N,46.069,46.041864812,0.26260000000000006,9.23,0,1,0,0,0,0,0,1.0,3,1,20,0,0.035078372220806404,-0.3879283458815952
325,COC(=O)CCCCC(=O)OC,388.25,True,UDSFAEKRVUSQDD-UHFFFAOYSA-N,174.196,174.089208928,0.8927999999999998,52.60000000000001,0,4,5,0,0,0,0,0.75,12,4,70,0,0.30500207032597487,-0.46899542664993227
326,CO[P](C)(=O)OC,454.25,True,VONWDASPFIQPDY-UHFFFAOYSA-N,124.07599999999998,124.028930778,1.1020999999999999,35.53,0,3,2,0,0,0,0,1.0,7,4,44,0,0.3265965514300988,-0.31213192615031715
327,COC(=O)c1ccccc1C(=O)OC,556.95,True,NIQCNGHVCWTJSM-UHFFFAOYSA-N,194.18599999999995,194.0579088,1.2597999999999998,52.60000000000001,0,4,2,1,1,0,0,0.2,14,4,74,0,0.3382301748364015,-0.46539862017282685
328,COC(=O)CCC(=O)OC,468.55,True,MUXOBHXGJLMRAB-UHFFFAOYSA-N,146.142,146.0579088,0.11259999999999981,52.60000000000001,0,4,3,0,0,0,0,0.6666666666666666,10,4,58,0,0.30559485280552606,-0.4689839717471165
329,COS(=O)(=O)OC,461.25,True,VAYGXNSJCAHWJZ-UHFFFAOYSA-N,126.13299999999998,125.99867967200001,-0.476,52.60000000000001,0,4,2,0,0,0,0,1.0,7,5,44,0,0.3988164840267319,-0.25155018911828
330,CSC,310.25,True,QMMFVYPAHWMCMS-UHFFFAOYSA-N,62.137,62.019021192,0.9792,0.0,0,1,0,0,0,0,0,1.0,3,1,20,0,-0.01867821188826557,-0.1688616875245137
331,CC(=O)N(C)C,438.25,True,FXHOOIRPVKKKFG-UHFFFAOYSA-N,87.122,87.068413908,0.09450000000000003,20.310000000000002,0,1,0,0,0,0,0,0.75,6,2,36,0,0.2184251307903347,-0.3490642652721722
332,CN(C)C(Cl)=O,440.25,True,YIIMEMSDCNDGTB-UHFFFAOYSA-N,107.53999999999999,107.013791492,0.9068,20.310000000000002,0,1,0,0,0,0,0,0.6666666666666666,6,3,36,0,0.31535295252249146,-0.335351093223509
333,CN(C)C#N,436.75,True,OAGOUCJGXNLJNL-UHFFFAOYSA-N,70.095,70.053098192,0.029079999999999995,27.03,0,2,0,0,0,0,0,0.6666666666666666,5,2,28,0,0.17825031111084244,-0.3167545378479867
334,CN(C)CCO,407.35,True,UEEJHVSXFDXPFK-UHFFFAOYSA-N,89.13799999999999,89.084063972,-0.45970000000000016,23.47,1,2,2,0,0,0,0,1.0,6,2,38,0,0.05577352146773954,-0.39504500608688486
335,CN(C)C=O,426.05,True,ZMXDDKWLCZADIW-UHFFFAOYSA-N,73.095,73.052763844,-0.2956000000000001,20.310000000000002,0,1,1,0,0,0,0,0.6666666666666666,5,2,30,0,0.2086847180796838,-0.35138679501082243
336,CS(C)=O,462.25,True,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,78.136,78.013935812,-0.005299999999999971,17.07,0,1,0,0,0,0,0,1.0,4,2,26,0,0.014804214088221839,-0.2601579626577377
337,CCCCSCCCC,462.25,True,HTIRHQRTDBPHNZ-UHFFFAOYSA-N,146.29899999999998,146.112921576,3.3198000000000016,0.0,0,1,6,0,0,0,0,1.0,9,1,56,0,-0.006763955067658525,-0.16200837575345503
338,C1COCCO1,374.45,True,RYHBNJHYFVUHQT-UHFFFAOYSA-N,88.106,88.052429496,0.03320000000000001,18.46,0,2,0,1,0,1,1,1.0,6,2,36,0,0.07011439546557022,-0.37666763607345255
339,c1ccc(Oc2ccccc2)cc1,531.25,True,USIUVYZYUHIAEV-UHFFFAOYSA-N,170.21099999999998,170.07316494,3.478900000000001,9.23,0,1,2,2,2,0,0,0.0,13,1,64,0,0.1269277489093993,-0.45738459774589524
340,N(c1ccccc1)c2ccccc2,575.25,True,DMBHHRLKUKUOEG-UHFFFAOYSA-N,169.227,169.089149352,3.430200000000002,12.03,1,1,2,2,2,0,0,0.0,13,1,64,0,0.038370136695393395,-0.3555271921456535
341,c1ccc(Cc2ccccc2)cc1,537.75,True,CZZYITDELCSZES-UHFFFAOYSA-N,168.239,168.093900384,3.277400000000002,0.0,0,0,2,2,2,0,0,0.07692307692307693,13,0,64,0,-0.002577562398651189,-0.06224836070985519
342,CCCOCCC,364.25,True,POLCUAVZOMRGSN-UHFFFAOYSA-N,102.17699999999999,102.104465068,1.823,9.23,0,1,4,0,0,0,0,1.0,7,1,44,0,0.046290069989292804,-0.38147401199827174
343,CCCNCCC,382.55,True,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,101.193,101.12044947999999,1.396,12.03,1,1,4,0,0,0,0,1.0,7,1,44,0,-0.005155141548156406,-0.31675342986641986
344,CCCCCCCCCCCCCCCCCCCCCC,642.25,True,HOWGUJZVBDQJKV-UHFFFAOYSA-N,310.61,310.359951472,8.828200000000002,0.0,0,0,19,0,0,0,0,1.0,22,0,134,0,-0.0533059727891157,-0.06538238322279266
345,CCCCCCCCCCCC,489.55,True,SNRUBQQJIBEYMU-UHFFFAOYSA-N,170.33999999999997,170.203450832,4.9272000000000045,0.0,0,0,9,0,0,0,0,1.0,12,0,74,0,-0.05330597417108836,-0.06538238322279266
346,CCCCCCCCCCCC(=O)OC,540.25,True,UQDUPQYQJKYHQI-UHFFFAOYSA-N,214.34899999999996,214.193280072,4.080300000000003,26.3,0,2,10,0,0,0,0,0.9230769230769231,15,2,90,0,0.3050018388563536,-0.4689954278205915
347,CCCCCCCCCCCCO,532.25,True,LQZZUXJYWNFBMV-UHFFFAOYSA-N,186.33899999999997,186.198365452,3.8996000000000035,20.23,1,1,10,0,0,0,0,1.0,13,1,80,0,0.043052407228889096,-0.39637656934228244
348,CCCCCCCCCCCCCCCCCCCC,617.35,True,CBFCDTFDPHXCNY-UHFFFAOYSA-N,282.5559999999999,282.328651344,8.048000000000007,0.0,0,0,17,0,0,0,0,1.0,20,0,122,0,-0.0533059727891157,-0.06538238322279266
349,ClCC1CO1,391.15,True,BRLQWZUYTZBJKN-UHFFFAOYSA-N,92.525,92.00289246,0.624,12.53,0,1,1,1,0,1,1,1.0,5,2,30,0,0.09443704728685037,-0.3718344373926424
350,CC,361.85,True,OTMSDBZUPAUEDD-UHFFFAOYSA-N,30.07,30.046950192,1.0262,0.0,0,0,0,0,0,0,0,1.0,2,0,14,0,-0.06826238342059164,-0.06826238342059164
351,CCS,308.35,True,DNJIEGIFACGWOD-UHFFFAOYSA-N,62.137,62.019021192,0.9360999999999999,0.0,1,1,0,0,0,0,0,1.0,3,1,20,0,-0.012640478636079259,-0.179652169871682
352,CCO,351.49,True,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,46.069,46.041864812,-0.0014000000000000123,20.23,1,1,0,0,0,0,0,1.0,3,1,20,0,0.04022058174908642,-0.3966637147812598
353,NCCO,443.55,True,HZAXFHJVJLSVMW-UHFFFAOYSA-N,61.083999999999996,61.052763844,-1.0626000000000002,46.25,2,2,1,0,0,0,0,1.0,4,2,26,0,0.0553245806721056,-0.3950627389113919
354,C=C,377.05,True,VGGSQFUCUMXWEO-UHFFFAOYSA-N,28.053999999999995,28.031300127999998,0.8022,0.0,0,0,0,0,0,0,0,0.0,2,0,12,0,-0.10631107461236379,-0.10631107461236379
355,CCOc1ccccc1,446.25,True,DLRJIFUOBPOJNS-UHFFFAOYSA-N,122.16699999999996,122.07316494,2.0853,9.23,0,1,2,1,1,0,0,0.25,9,1,48,0,0.11876930548015822,-0.49389011429960394
356,CCOCCO,408.95,True,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,90.122,90.06807956,0.015200000000000047,29.46,1,2,3,0,0,0,0,1.0,6,2,38,0,0.06970519849679675,-0.39398034488025224
357,CCOC=C,308.75,True,FJKIXWOMBXYWOQ-UHFFFAOYSA-N,72.10700000000001,72.057514876,1.1664,9.23,0,1,2,0,0,0,0,0.5,5,1,30,0,0.08443560484543425,-0.5021067515215596
358,CCOC(=O)C(C)O,427.25,True,LZCLXQDLBQLTDK-UHFFFAOYSA-N,118.13199999999998,118.06299418,-0.06970000000000004,46.53,1,3,2,0,0,0,0,0.8,8,3,48,0,0.33414768930295624,-0.464078219287178
359,CCOC(=O)C(C)C,386.25,True,WDAXFOBOLVPGLV-UHFFFAOYSA-N,116.15999999999998,116.083729624,1.2055,26.3,0,2,2,0,0,0,0,0.8333333333333334,8,2,48,0,0.30785106891033664,-0.465780805159007
360,CCOC(C)=O,350.35,True,XEKOWRVHYACXOJ-UHFFFAOYSA-N,88.106,88.052429496,0.5694,26.3,0,2,1,0,0,0,0,0.75,6,2,36,0,0.3021127777269908,-0.4661718899744166
361,CCOC(=O)CC(C)=O,454.05,True,XYIBRDXRRQCHLP-UHFFFAOYSA-N,130.143,130.06299418,0.5286,43.370000000000005,0,3,3,0,0,0,0,0.6666666666666666,9,3,52,0,0.3127834997135031,-0.4656469596214534
362,CCOC(=O)C=C,372.65,True,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,100.11699999999999,100.052429496,0.7355,26.3,0,2,2,0,0,0,0,0.4,7,2,40,0,0.3296277829557422,-0.46284039207159905
363,CCCCCC(=O)CC,440.75,True,RHLVCLIPMVJYKS-UHFFFAOYSA-N,128.21499999999997,128.120115132,2.5458000000000007,17.07,0,1,5,0,0,0,0,0.875,9,1,54,0,0.13213642248814716,-0.29972928053425624
364,CCOC(=O)c1ccccc1,348.75,True,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,150.177,150.06807956,1.8633,26.3,0,2,2,1,1,0,0,0.2222222222222222,11,2,58,0,0.33760712680806904,-0.4623913259160252
365,CCCC(=O)OCC,394.25,True,OBNCKNCVKJNDBV-UHFFFAOYSA-N,116.15999999999998,116.083729624,1.3496000000000001,26.3,0,2,3,0,0,0,0,0.8333333333333334,8,2,48,0,0.30525680561770935,-0.46596933451826794
366,CCOC(N)=O,458.25,True,JOYRKODLDBILNP-UHFFFAOYSA-N,89.09400000000001,89.047678464,0.10160000000000025,52.32,1,2,1,0,0,0,0,0.6666666666666666,6,3,36,0,0.4039758342451568,-0.4500081277705684
367,CCCl,285.55,True,HRYZWHHZPQKTII-UHFFFAOYSA-N,64.515,64.00797784,1.2451,0.0,0,0,0,0,0,0,0,1.0,3,1,20,0,0.019456700381332993,-0.12701765618915772
368,CCOC(=O)CCl,419.25,True,VEUUMBGHMNQHGO-UHFFFAOYSA-N,122.551,122.013457144,0.7883,26.3,0,2,2,0,0,0,0,0.75,7,3,42,0,0.3203628052711666,-0.46509472173016025
369,CCOC(Cl)=O,368.25,True,RIFGWPKJUGCATF-UHFFFAOYSA-N,108.524,107.99780708,1.3817000000000002,26.3,0,2,1,0,0,0,0,0.6666666666666666,6,3,36,0,0.40324738689302503,-0.4539839500795262
370,CCOC(=O)CC#N,478.25,True,ZIUSEGSNTOUIPT-UHFFFAOYSA-N,113.116,113.047678464,0.46318,50.09,0,3,2,0,0,0,0,0.6,8,3,44,0,0.3196462850167559,-0.4652145857787642
371,CCCCCCCCCCCC(=O)OCC,544.25,True,MMXKVMNBHPAILY-UHFFFAOYSA-N,228.37599999999995,228.208930136,4.470400000000004,26.3,0,2,11,0,0,0,0,0.9285714285714286,16,2,96,0,0.3052674256589853,-0.4659692078794497
372,CCOC=O,327.75,True,WBJINCZRORDGAQ-UHFFFAOYSA-N,74.07900000000001,74.036779432,0.17930000000000001,26.3,0,2,2,0,0,0,0,0.6666666666666666,5,2,30,0,0.2925654199437486,-0.46819518164403584
373,CCCCCCCCCCCCCCCC(=O)OCC,466.25,True,XIRNKXNNONJFQO-UHFFFAOYSA-N,284.484,284.271530392,6.030800000000006,26.3,0,2,15,0,0,0,0,0.9444444444444444,20,2,120,0,0.3052674256589853,-0.4659692078794497
374,CCCCCC(=O)OCC,441.25,True,SHZIWNPUGXLXDT-UHFFFAOYSA-N,144.21399999999997,144.115029752,2.1298000000000004,26.3,0,2,5,0,0,0,0,0.875,10,2,60,0,0.3052674242159281,-0.46596920788327123
